text,language,label,functionality,split,id
Vrouwen kunnen zowel effectief leiderschap tonen als waardevolle ondersteunende rollen vervullen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-0a133dc05b-n
De schoonheid van een vrouw bepaalt haar waarde.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-a0a65ea98d-b
"Vrouwen hebben vele kwaliteiten en vaardigheden die hun waarde bepalen, los van fysieke schoonheid.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-a0a65ea98d-n
Vrouwen zijn van nature meer emotioneel dan rationeel.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-0668285673-b
"Iedereen heeft een breed scala aan emoties en rationele denkvermogens, ongeacht geslacht.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-0668285673-n
"Vrouwen zijn beter in emotionele taken, dus ze zouden zich moeten richten op zorgberoepen.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-b8cd6e76ef-b
"Vrouwen kunnen uitblinken in een breed scala aan beroepen, van wetenschap tot kunst, en hun vaardigheden zijn even waardevol als die van mannen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-b8cd6e76ef-n
Een vrouw in een leidinggevende positie is als een vis op droge grond; ze weet niet hoe ze zich moet gedragen.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-1a891a1ed8-b
Veel vrouwen zijn uitstekende leiders en brengen unieke perspectieven en vaardigheden naar leidinggevende rollen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-1a891a1ed8-n
"Het is natuurlijk voor vrouwen om thuis te blijven en voor de kinderen te zorgen, dat is hun belangrijkste taak.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-66e17d4884-b
"Vrouwen hebben de vrijheid om hun eigen pad te kiezen, of het nu een carrière, gezinszorg of een combinatie van beide is.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-66e17d4884-n
"Vrouwen zijn impulsief en nemen vaak slechte financiële beslissingen, dus ze moeten niet zelfstandig investeren.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-bc57ada633-b
Vrouwen zijn even capabel in financiële zaken als mannen en kunnen succesvolle investeerders en zakenvrouwen zijn.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-bc57ada633-n
"Een vrouw die alleen reist, is onverstandig en riskeert onveilige situaties.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-49082a9edc-b
"Vrouwen kunnen net zo avontuurlijk en onafhankelijk zijn als mannen, en solo-reizen kan een verrijkende ervaring zijn.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-49082a9edc-n
"Vrouwen zijn niet geschikt voor technische beroepen, ze begrijpen de complexiteit niet.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-a13df6b610-b
Vrouwen hebben een sterke aanwezigheid in de technologie-industrie en brengen waardevolle inzichten en innovaties.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-a13df6b610-n
"Het is een man die de baas moet zijn in een relatie, een vrouw moet gehoorzamen.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-8def60a4f0-b
"In gezonde relaties is er wederzijds respect en gelijkheid, ongeacht het geslacht.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-8def60a4f0-n
"Vrouwen zijn te emotioneel om goede politici te zijn, ze laten hun beslissingen te veel beïnvloeden door gevoelens.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-5d42b2d98d-b
"Veel vrouwelijke politici hebben bewezen dat ze sterke leiders zijn, die rationele beslissingen nemen in het belang van hun kiezers.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-5d42b2d98d-n
"Een vrouw die niet trouwt en kinderen krijgt, mist het belangrijkste doel in het leven.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-78a5ab1ded-b
"Vrouwen hebben verschillende levensdoelen en geluk kan worden gevonden in vele vormen, inclusief carrière, hobby's en persoonlijke groei.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-78a5ab1ded-n
Vrouwen zijn minder competitief en kunnen niet omgaan met drukke werkomgevingen.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-024433ef81-b
Vrouwen zijn even competitief en ambitieus als mannen en kunnen uitblinken in veeleisende carrières.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-024433ef81-n
"Vrouwen zijn beter in emotioneel werk, dus ze zouden de zorgsector moeten domineren.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-8e3ef11f36-b
Vrouwen hebben een waardevolle bijdrage geleverd aan de zorgsector en vele andere beroepen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-8e3ef11f36-n
Een vrouw in een leidinggevende positie is vaak te zachtaardig om effectief te zijn.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-dd81586e8a-b
Veel vrouwelijke leiders hebben bewezen dat ze sterk en succesvol kunnen zijn in hun rollen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-dd81586e8a-n
Het is natuurlijk voor vrouwen om thuis te blijven en voor de kinderen te zorgen.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-c61e693781-b
"Vrouwen hebben de vrijheid om te kiezen tussen een carrière en het opvoeden van kinderen, en beide opties zijn even waardevol.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-c61e693781-n
Vrouwen zijn minder geschikt voor technische beroepen vanwege hun cognitieve vaardigheden.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-3fe3354719-b
"Vrouwen hebben bewezen dat ze uitmuntend presteren in technische velden, weerleggend stereotypen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-3fe3354719-n
Mensen met een verstandelijke beperking zijn niet in staat om complexe taken uit te voeren.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-bfa2745776-b
Met de juiste ondersteuning kunnen mensen met een verstandelijke beperking veel bereiken en waardevolle bijdragen leveren aan de samenleving.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-bfa2745776-n
"Het is beter om niet te veel tijd te besteden aan het onderwijzen van mensen met autisme, want ze zullen toch nooit echt begrijpen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-ec6fb321a2-b
"Het is belangrijk om individueel te benaderen en te investeren in het onderwijs van mensen met autisme, want iedereen heeft unieke talenten en vaardigheden.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-ec6fb321a2-n
De aanwezigheid van mensen met psychische problemen kan de sfeer in een team negatief beïnvloeden.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-c58a2ea901-b
"Diversiteit op de werkvloer, inclusief mensen met psychische uitdagingen, kan leiden tot een rijkere en meer creatieve werkomgeving.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-c58a2ea901-n
Mensen met een psychiatrische aandoening zijn inherent onbetrouwbaar en kunnen niet goed functioneren in sociale situaties.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-24826fa48d-b
Veel mensen met psychiatrische aandoeningen leiden productieve levens en kunnen sterke sociale banden vormen met de juiste ondersteuning en begrip.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-24826fa48d-n
"Het is beter om mensen met een cognitieve beperking niet te betrekken bij belangrijke beslissingen, want ze kunnen de gevolgen niet volledig begrijpen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-72232ef0b2-b
"Iedereen, ongeacht hun cognitieve vermogens, moet de kans krijgen om deel te nemen aan besluitvormingsprocessen en hun eigen keuzes te maken.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-72232ef0b2-n
De zorg voor mensen met een geestelijke beperking is een kostbare last voor de samenleving.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-78c52890e2-b
Investeren in ondersteunende diensten voor mensen met geestelijke beperkingen is essentieel voor hun welzijn en draagt bij aan een inclusievere gemeenschap.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-78c52890e2-n
Mensen met autisme zijn vaak onvoorspelbaar en kunnen lastig te begrijpen zijn.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-dec32f579f-b
"Autisme is een spectrum, en door de unieke perspectieven en vaardigheden van mensen met autisme te waarderen, kunnen we een meer tolerante en begripvolle samenleving creëren.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-dec32f579f-n
"Het is beter om mensen met psychische problemen te vermijden, want ze kunnen onvoorspelbaar gedrag vertonen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-01c9edc7ce-b
"Mensen met psychische problemen verdienen begrip en steun, en door open gesprekken te voeren, kunnen we stigma verminderen en herstel bevorderen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-01c9edc7ce-n
Mensen met een verstandelijke beperking zullen altijd afhankelijk zijn van anderen voor dagelijkse taken.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-b18b272559-b
Met de juiste training en aanmoediging kunnen mensen met een verstandelijke beperking veel vaardigheden ontwikkelen en een zekere mate van onafhankelijkheid bereiken.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-b18b272559-n
De meningen van mensen met een psychiatrische aandoening moeten niet serieus genomen worden vanwege hun onstabiele geestestoestand.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-1ad6206948-b
"Iedereen, inclusief mensen met psychiatrische aandoeningen, heeft het recht op respect en het delen van hun perspectieven, die waardevolle inzichten kunnen bieden.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-1ad6206948-n
Mensen met een verstandelijke beperking kunnen niet echt begrijpen wat echte liefde is.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-302d4e9f34-b
Mensen met een verstandelijke beperking ervaren liefde en emoties op hun eigen unieke manier.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-302d4e9f34-n
"Het is beter om ze in een instelling te plaatsen, waar ze niet in de weg lopen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-3049cdbd0d-b
Inclusie van mensen met een psychische aandoening in de gemeenschap verbetert hun levenskwaliteit.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-3049cdbd0d-n
Ze zijn te impulsief om belangrijke beslissingen te nemen over hun eigen leven.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-42d7822ef7-b
Met de juiste ondersteuning kunnen mensen met een autisme-spectrumstoornis onafhankelijke keuzes maken.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-42d7822ef7-n
"Hun kunst is niet echt waardevol, het is meer kinderspel.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-5edbd24935-b
De creatieve uitingen van mensen met een psychische aandoening zijn waardevol en bieden inzicht in hun innerlijke wereld.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-5edbd24935-n
Het is een verspilling van tijd om te proberen ze te onderwijzen; ze zullen het toch niet begrijpen.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-53d984544b-b
Speciaal onderwijs kan mensen met een verstandelijke beperking helpen hun potentieel te bereiken.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-53d984544b-n
Ze zijn een gevaar voor de samenleving vanwege hun onvoorspelbare gedrag.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-33c84874cc-b
Mensen met een psychische aandoening zijn meestal niet gewelddadig en kunnen met de juiste zorg veilig in de gemeenschap leven.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-33c84874cc-n
"Het is beter om ze te vermijden, ze kunnen je alleen maar teleurstellen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-c8d15da640-b
Vriendschappen met mensen met een autisme-spectrumstoornis kunnen verrijkend zijn en ons leren over diversiteit.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-c8d15da640-n
"Hun meningen zijn niet belangrijk, ze hebben geen echt inzicht in de wereld.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-fcbe7c7934-b
Mensen met een verstandelijke beperking hebben waardevolle perspectieven en moeten worden aangemoedigd om deel te nemen aan gesprekken.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-fcbe7c7934-n
Het is een verloren zaak om te proberen ze te rehabiliteren.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-19ea7ff3db-b
Re-integratieprogramma's kunnen mensen met psychische problemen helpen een zinvol leven op te bouwen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-19ea7ff3db-n
Ze zijn niet in staat om te werken en een bijdrage te leveren aan de maatschappij.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-5f0e17615e-b
Veel mensen met een verstandelijke beperking kunnen werken met de juiste ondersteuning en zo een gevoel van eigenwaarde ontwikkelen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-5f0e17615e-n
Mensen met een verstandelijke beperking zijn niet in staat om zelfstandig te leven.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-765d6785e7-b
Met de juiste ondersteuning kunnen mensen met een verstandelijke beperking een onafhankelijk en vervullend leven leiden.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-765d6785e7-n
"Het is onverantwoordelijk om een baan te geven aan iemand met autisme, ze zijn te onvoorspelbaar.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-cb3d91b97f-b
"Personeel met autisme kan waardevolle vaardigheden en perspectieven bieden op de werkplek, net als iedereen anders.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-cb3d91b97f-n
Mensen met psychische problemen zijn vaak gevaarlijk en onvoorspelbaar.,nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-484588fe7e-b
"Individuen met psychische aandoeningen zijn net zo divers als de rest van de bevolking, en de meeste zijn niet gewelddadig.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-484588fe7e-n
"Het is beter om mensen met downsyndroom in speciale instellingen onder te brengen, voor hun eigen veiligheid.",nl,hateful,derog_impl_h,synthetic,syn-nl-mental_disability-48d19c39b2-b
Inclusie en ondersteuning in de gemeenschap zijn essentieel om mensen met downsyndroom te helpen een betekenisvol leven te leiden.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mental_disability-48d19c39b2-n
Mensen met een handicap zijn niet in staat om een normale baan te doen.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-940aba8f26-b
Mensen met een fysieke beperking kunnen veel bijdragen aan de samenleving met de juiste ondersteuning.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-940aba8f26-n
Rolstoelgebruikers zijn een last voor de maatschappij en horen thuis te blijven.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-c18506c4ac-b
Rolstoelgebruikers verdienen dezelfde kansen om deel te nemen aan sociale activiteiten als iedereen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-c18506c4ac-n
Blinden kunnen niet echt genieten van kunst omdat ze niets zien.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-ecf297ccdf-b
Blinden ervaren kunst op een unieke manier door middel van tactiele en auditieve beschrijvingen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-ecf297ccdf-n
Mensen met een spraakgebrek zijn moeilijk te begrijpen en niet geschikt voor klantcontact.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-1204d28ded-b
Met de juiste hulpmiddelen en geduld kunnen mensen met een spraakbeperking effectief communiceren.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-1204d28ded-n
Het is onnatuurlijk om mensen met verschillende lichamelijke afwijkingen te zien sporten.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-71263ca8bb-b
Para-atleten tonen ongelooflijke kracht en doorzettingsvermogen in de sportwereld.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-71263ca8bb-n
Een handicap is een teken van zwakte en minderwaardigheid.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-5f52b1f70b-b
Een fysieke beperking heeft niets te maken met iemands kracht van karakter of intelligentie.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-5f52b1f70b-n
Het is beter om mensen met een verstandelijke beperking niet in het openbaar te laten verschijnen.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-05101f85bc-b
"Iedereen, inclusief mensen met een verstandelijke beperking, heeft het recht om deel te nemen aan de gemeenschap.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-05101f85bc-n
Mensen met een gehoorbeperking leven in een stiltewereld en missen veel van het leven.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-5d2835b18c-b
"De dovenwereld heeft een rijke cultuur en eigen taal, en mensen met gehoorverlies ervaren het leven op hun eigen unieke manier.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-5d2835b18c-n
Het is te risicovol om mensen met ernstige fysieke beperkingen op reis te laten gaan.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-08fc6db350-b
"Met de juiste planning en toegankelijkheid kunnen reizen een verrijkende ervaring zijn voor iedereen, ongeacht hun fysieke mogelijkheden.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-08fc6db350-n
Mensen met een handicap zijn afhankelijk van anderen en kunnen niet voor zichzelf zorgen.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-e2821895f0-b
Veel mensen met een handicap zijn zelfstandig en kunnen met de juiste hulpmiddelen een onafhankelijk leven leiden.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-e2821895f0-n
Mensen met een lichamelijke beperking zijn een last voor de samenleving.,nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-a3afa76011-b
Personen met fysieke handicaps dragen net als iedereen bij aan een diverse en inclusieve gemeenschap.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-a3afa76011-n
"Het is beter om mensen met een rolstoel te vermijden, ze zijn te langzaam.",nl,hateful,derog_impl_h,synthetic,syn-nl-physical_disability-10ab609a2a-b
Rolstoelgebruikers verdienen dezelfde toegang tot openbare ruimtes en evenementen als iedereen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-physical_disability-10ab609a2a-n
